cluster,mag,depth,latitude,longitude,severity_score,label
2,4.4255761538705345,490.9103286384977,-3.503026338178237,122.2739427456971,0.2198566370296824,Low
3,3.992476652386139,162.20589137772322,-3.2833682053015742,122.03059816721145,1.253481794939173,Moderate
1,2.877401464687509,24.99352490078477,-3.761796315058477,118.20237344792537,2.423705911652341,High
0,4.231916190384225,25.13623029772329,-2.778467916014663,119.74057348138874,4.446823772081064,Very High
